経済学部・経営学部・産業社会学部・国際関係学部・文学部・映像学部・総合心理学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/f8/bb/3e/00_pc_ja.html,10705:教養ゼミナール(28),秋セメスター,木4,衣笠,坂井 めぐみ,日本語,2
経済学部・経営学部・産業社会学部・国際関係学部・文学部・映像学部・総合心理学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/58/bf/3e/00_pc_ja.html,30511:教養ゼミナール(53),秋セメスター,木4,BKC,青山 敦、角埜 恭央、品川 啓介、田中 邦明、長平 彰夫,日本語,2
経済学部・経営学部・産業社会学部・国際関係学部・文学部・映像学部・総合心理学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ef/bb/3e/00_pc_ja.html,10702:教養ゼミナール(25),秋セメスター,金2,BKC,山下 美朋,日本語,2
経済学部・経営学部・産業社会学部・国際関係学部・文学部・映像学部・総合心理学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/20/c1/3e/00_pc_ja.html,52396:教養ゼミナール(71),秋セメスター,金2,OIC,竹内 陽介,日本語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・文学部・映像学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ea/bd/3e/00_pc_ja.html,30388:Language in Politics(G1),秋セメスター,月5,BKC,DAUER HARRY,English ,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・文学部・映像学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/de/bd/3e/00_pc_ja.html,30384:History of Computing(G1),秋セメスター,水1,BKC,亀井 且有,英語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・文学部・映像学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/db/bd/3e/00_pc_ja.html,30383:Introduction to Computational Linguistics(G1),秋セメスター,木4,BKC,佐藤 詩恵,英語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・文学部・映像学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/e1/bd/3e/00_pc_ja.html,30385:Digital Archives: Applications of ICT to the Humanities(G1),秋セメスター,金2,BKC,田中 覚、李 亮,英語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・文学部・映像学部・総合心理学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/e4/bd/3e/00_pc_ja.html,30386:Understanding Language(G1),秋セメスター,木2,BKC,杉野 直樹、杉森 直樹,英語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・映像学部・理工学部・情報理工学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/f0/bd/3e/00_pc_ja.html,30390:Introductory Course to International Project Development(G1),秋セメスター,火2,BKC,稲澤 泉,英語,2
経済学部・経営学部・産業社会学部・国際関係学部・政策科学部・映像学部・総合心理学部・理工学部・情報理工学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/01/4f/40/00_pc_ja.html,52468:Cross Border Policy Issues(P),秋セメスター,水4,OIC,高尾 克樹,英語,2
経済学部・理工学部,https://ct.ritsumei.ac.jp/syllabuspage/4c/9c/3f/00_pc_ja.html,30988:金融論(EB) § 30989:金融論(B1),秋セメスター,火2,BKC,秦 劼,日本語,2
経済学部・理工学部,https://ct.ritsumei.ac.jp/syllabuspage/69/9c/3f/00_pc_ja.html,30999:会計学(EB) § 31000:財務・会計論Ⅰ(B1),秋セメスター,水2,BKC,小嶋 宏文,日本語,2
経済学部・理工学部,https://ct.ritsumei.ac.jp/syllabuspage/44/9d/3f/00_pc_ja.html,31098:環境政策(E) § 31099:環境・開発論(E) § 31100:環境・開発論(3X),秋セメスター,水4,BKC,島田 幸司,日本語,2
経済学部・理工学部,https://ct.ritsumei.ac.jp/syllabuspage/59/9d/3f/00_pc_ja.html,31108:環境経済学(E) § 31109:環境経済評価論(3X),秋セメスター,木3,BKC,笹尾 俊明,日本語,2
経済学部・理工学部,https://ct.ritsumei.ac.jp/syllabuspage/6c/9c/3f/00_pc_ja.html,31001:財務諸表論(E) § 31002:財務・会計論Ⅱ(T1),秋セメスター,金1,BKC,鈴木 一水,日本語,2
経済学部・理工学部・情報理工学部,https://ct.ritsumei.ac.jp/syllabuspage/78/aa/40/00_pc_ja.html,33169:再履修英語(ZA),秋セメスター,月5,BKC,塩谷 直史,English,1
経済学部・理工学部・情報理工学部,https://ct.ritsumei.ac.jp/syllabuspage/7b/aa/40/00_pc_ja.html,33170:再履修英語(ZB),秋セメスター,火5,BKC,竹田 里香,English,1
経済学部・理工学部・情報理工学部,https://ct.ritsumei.ac.jp/syllabuspage/7e/aa/40/00_pc_ja.html,33171:再履修英語(ZC),秋セメスター,水5,BKC,白井 晴美,English,1
経済学部・理工学部・情報理工学部,https://ct.ritsumei.ac.jp/syllabuspage/81/aa/40/00_pc_ja.html,33172:再履修英語(ZD),秋セメスター,木5,BKC,WONG RAYMOND HO SANG,English,1
経済学部・理工学部・情報理工学部,https://ct.ritsumei.ac.jp/syllabuspage/84/aa/40/00_pc_ja.html,33173:再履修英語(ZE),秋セメスター,金5,BKC,山本 由実,English,1
経済学部・理工学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/d8/ba/3e/00_pc_ja.html,10609:ソーシャル・コラボレーション演習(G1),秋セメスター,火4,BKC,小辻 寿規,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/e8/bc/3e/00_pc_ja.html,30281:世界と日本の食文化(G2),秋セメスター,月5,BKC,南 直人,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/c3/9a/3d/00_pc_ja.html,30140:（教）教育実習事前指導 (G1) § 30141:（教）教育実習（事前指導） (G1) § 30142:（教）教育実習の研究（事前指導） (G1),秋セメスター,月1,BKC,大友 智,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/ff/9a/3d/00_pc_ja.html,30172:（教）教職実践演習（中・高）(G3),秋セメスター,月3,BKC,四方 利明,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/c9/9a/3d/00_pc_ja.html,30146:（教）教育実習事前指導 (G3) § 30147:（教）教育実習（事前指導） (G3) § 30148:（教）教育実習の研究（事前指導） (G3),秋セメスター,月4,BKC,四方 利明,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/08/9b/3d/00_pc_ja.html,30175:（教）教職実践演習（中・高）(G6),秋セメスター,月4,BKC,武井 哲郎,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/26/9b/3d/00_pc_ja.html,30187:（教）国際理解教育論(G1),秋セメスター,月4,BKC,太田 晴雄,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/b8/99/3d/00_pc_ja.html,30002:（教）教職概論(G2),秋セメスター,月5,BKC,武井 哲郎,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/2f/9b/3d/00_pc_ja.html,30190:（教）環境教育論(G1),秋セメスター,月6,BKC,宮下 ゆたか,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/00/9a/3d/00_pc_ja.html,30036:（教）総合的な学習の時間の理論と方法 (G2),秋セメスター,火4,BKC,根本 泰雄,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/bb/99/3d/00_pc_ja.html,30003:（教）教職概論(N1),秋セメスター,火6,BKC,本庄 豊,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/c4/99/3d/00_pc_ja.html,30006:（教）教育原理(N1),秋セメスター,火6,BKC,平尾 昌宏,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/21/9a/3d/00_pc_ja.html,30051:（教）生徒指導・進路指導の理論と方法(G2) § 30052:（教）生徒・進路指導の研究(G2),秋セメスター,水1,BKC,大谷 哲弘,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/fc/9a/3d/00_pc_ja.html,30171:（教）教職実践演習（中・高）(G2),秋セメスター,水3,BKC,根本 泰雄,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/ca/99/3d/00_pc_ja.html,30008:（教）教育心理学(G2),秋セメスター,水4,BKC,光廣 可奈子,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/e5/99/3d/00_pc_ja.html,30019:（教）教育課程論(G2),秋セメスター,水4,BKC,武井 哲郎,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/cf/9a/3d/00_pc_ja.html,30152:（教）教育実習事前指導 (G5) § 30153:（教）教育実習（事前指導） (G5) § 30154:（教）教育実習の研究（事前指導） (G5),秋セメスター,水5,BKC,武井 哲郎,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/0c/9a/3d/00_pc_ja.html,30042:（教）特別活動の理論と方法(N1) § 30043:（教）特別活動の研究(N1),秋セメスター,水6,BKC,薄井 道正,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/d2/9a/3d/00_pc_ja.html,30155:（教）教育実習事前指導 (N1) § 30156:（教）教育実習（事前指導） (N1) § 30157:（教）教育実習の研究（事前指導） (N1),秋セメスター,水6,BKC,武井 哲郎,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/30/9a/3d/00_pc_ja.html,30061:（教）教育相談の実際(G1) § 30062:（教）カウンセリング研究(G1),秋セメスター,木2,BKC,中村 健,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/15/9a/3d/00_pc_ja.html,30046:（教）教育方法論(G2),秋セメスター,木3,BKC,古田 紫帆,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/cc/9a/3d/00_pc_ja.html,30149:（教）教育実習事前指導 (G4) § 30150:（教）教育実習（事前指導） (G4) § 30151:（教）教育実習の研究（事前指導） (G4),秋セメスター,木3,BKC,中村 健,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/f9/9a/3d/00_pc_ja.html,30170:（教）教職実践演習（中・高）(G1),秋セメスター,木3,BKC,大友 智,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/c6/9a/3d/00_pc_ja.html,30143:（教）教育実習事前指導 (G2) § 30144:（教）教育実習（事前指導） (G2) § 30145:（教）教育実習の研究（事前指導） (G2),秋セメスター,木4,BKC,根本 泰雄,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/02/9b/3d/00_pc_ja.html,30173:（教）教職実践演習（中・高）(G4),秋セメスター,木4,BKC,中村 健,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/ee/99/3d/00_pc_ja.html,30024:（教）特別支援教育概論 (G2) § 30025:（教）特別支援教育の理論と方法(G2) § 30026:（教）特別支援教育の研究(G2),秋セメスター,木5,BKC,村田 観弥,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/0f/9a/3d/00_pc_ja.html,30044:（教）人間と差別の教育論(G1),秋セメスター,木5,BKC,畑中 敏之,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/29/9b/3d/00_pc_ja.html,30188:（教）学校文化論(G1),秋セメスター,木5,BKC,四方 利明,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/c1/99/3d/00_pc_ja.html,30005:（教）教育原理(G2),秋セメスター,木6,BKC,林 潤平,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/03/9a/3d/00_pc_ja.html,30037:（教）総合的な学習の時間の理論と方法 (N1),秋セメスター,木6,BKC,四方 利明,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/09/9a/3d/00_pc_ja.html,30040:（教）特別活動の理論と方法(G2) § 30041:（教）特別活動の研究(G2),秋セメスター,金2,BKC,菱田 準子,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/05/9b/3d/00_pc_ja.html,30174:（教）教職実践演習（中・高）(G5),秋セメスター,金3,BKC,澤 由紀子,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/d9/99/3d/00_pc_ja.html,30014:（教）教育社会学(G2),秋セメスター,金5,BKC,井上 剛男,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/f7/99/3d/00_pc_ja.html,30032:（教）道徳教育の理論と方法(G2) § 30033:（教）道徳教育の研究(G2),秋セメスター,金5,BKC,畑中 敏之,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・情報理工学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/2d/9a/3d/00_pc_ja.html,30059:（教）教育相談の理論と方法(N1) § 30060:（教）教育相談の研究(N1),秋セメスター,金6,BKC,若井 貴史,日本語,2
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/23/9b/3d/00_pc_ja.html,30185:（教）介護等体験（事前指導） (G2) § 30186:（教）介護等体験の研究 (G2),秋セメスター,月6,BKC,武井 哲郎,日本語,1
経済学部・理工学部・情報理工学部・生命科学部・スポーツ健康科学部・経済学研究科・理工学研究科・スポーツ健康科学研究科・生命科学研究科,https://ct.ritsumei.ac.jp/syllabuspage/20/9b/3d/00_pc_ja.html,30183:（教）介護等体験（事前指導） (G1) § 30184:（教）介護等体験の研究 (G1),秋セメスター,木5,BKC,中村 健,日本語,1
経済学部・理工学部・情報理工学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/f6/bd/3e/00_pc_ja.html,30392:Understanding Visual Culture(G2),秋セメスター,木3,BKC,竹村 朋子,英語,2
経済学部・理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ca/bc/3e/00_pc_ja.html,30271:文化人類学入門(G2),秋セメスター,火2,BKC,東城 義則,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部,https://ct.ritsumei.ac.jp/syllabuspage/4d/be/3e/00_pc_ja.html,30422:スポーツのサイエンス(G3),秋セメスター,月1,BKC,岸本 康平,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部,https://ct.ritsumei.ac.jp/syllabuspage/50/be/3e/00_pc_ja.html,30423:スポーツのサイエンス(G4),秋セメスター,月3,BKC,平塚 和也,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部,https://ct.ritsumei.ac.jp/syllabuspage/53/be/3e/00_pc_ja.html,30424:スポーツのサイエンス(G5),秋セメスター,月5,BKC,塚本 敏人,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部,https://ct.ritsumei.ac.jp/syllabuspage/5c/be/3e/00_pc_ja.html,30427:現代人とヘルスケア(G3),秋セメスター,木5,BKC,金森 雅夫,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部,https://ct.ritsumei.ac.jp/syllabuspage/59/be/3e/00_pc_ja.html,30426:現代人とヘルスケア(G2),秋セメスター,金4,BKC,平塚 和也,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ef/be/3e/00_pc_ja.html,30476:スポーツ方法実習Ⅱ(B)(1),秋セメスター,月1,BKC,小澤 悠,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/01/bf/3e/00_pc_ja.html,30482:スポーツ方法実習Ⅱ(C)(1),秋セメスター,月1,BKC,池田 尚樹,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/76/b6/40/00_pc_ja.html,34664:（留）日本語Ⅷ（アカデミック日本語b）(G1) § 34665:（留）日本語Ⅷ　文章表現(G1),秋セメスター,月1,BKC,北村 亜耶,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/e6/be/3e/00_pc_ja.html,30473:スポーツ方法実習Ⅱ(A)(10),秋セメスター,月2,BKC,平塚 和也,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/1c/bf/3e/00_pc_ja.html,30491:スポーツ方法実習Ⅱ(D)(3),秋セメスター,月2,BKC,池田 尚樹,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/82/b6/40/00_pc_ja.html,34672:（留）日本語Ⅷ（キャリア日本語b）(G1) § 34673:（留）日本語ⅩⅡ　口頭表現(G1),秋セメスター,月2,BKC,久米 朋子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ec/be/3e/00_pc_ja.html,30475:スポーツ方法実習Ⅱ(A)(12),秋セメスター,月3,BKC,増田 晶子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/16/bf/3e/00_pc_ja.html,30489:スポーツ方法実習Ⅱ(D)(1),秋セメスター,月3,BKC,池田 尚樹,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ac/b6/40/00_pc_ja.html,34700:（留）日本語Ⅶ（読解b）(G1) § 34701:（留）日本語Ⅳ　読解・語彙(G1),秋セメスター,月3,BKC,久米 朋子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/af/b6/40/00_pc_ja.html,34702:（留）日本語Ⅶ（読解b）(G2) § 34703:（留）日本語Ⅳ　読解・語彙(G2),秋セメスター,月3,BKC,近藤 正憲,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/b2/b6/40/00_pc_ja.html,34704:（留）日本語Ⅶ（読解b）(G3) § 34705:（留）日本語Ⅳ　読解・語彙(G3),秋セメスター,月3,BKC,阪上 彩子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/92/3d/41/00_pc_ja.html,36532:Cross-cultural Studies (G1),秋セメスター,月3,BKC,KANDUBODA P. B,英語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/4f/bc/3e/00_pc_ja.html,30221:科学・技術と社会(G2),秋セメスター,月4,BKC,樫本 喜一,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/0d/bf/3e/00_pc_ja.html,30486:スポーツ方法実習Ⅱ(C)(5),秋セメスター,月4,BKC,長谷川 夏輝,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/25/bf/3e/00_pc_ja.html,30494:スポーツ方法実習Ⅱ(D)(6),秋セメスター,月4,BKC,平塚 和也,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/b5/b6/40/00_pc_ja.html,34706:（留）日本語Ⅶ（読解b）(G4) § 34707:（留）日本語Ⅳ　読解・語彙(G4),秋セメスター,月4,BKC,久米 朋子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/b8/b6/40/00_pc_ja.html,34708:（留）日本語Ⅶ（読解b）(G5) § 34709:（留）日本語Ⅳ　読解・語彙(G5),秋セメスター,月4,BKC,近藤 正憲,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/ca/b6/40/00_pc_ja.html,34720:（留）日本語Ⅶ（聴解口頭b）(G1) § 34721:（留）日本語Ⅵ　聴解・口頭表現(G1),秋セメスター,月4,BKC,阪上 彩子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/07/bc/3e/00_pc_ja.html,30195:日本の近現代と立命館(G1),秋セメスター,月5,BKC,稲葉 和夫、岡本 直輝、小沢 道紀、小関 素明、倉田 玲、田中 幹大、仲谷 善雄、松原 豊彦、薬師寺 公夫、山崎 有恒,"日本語
日本語

英語
Japanese",2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/18/bd/3e/00_pc_ja.html,30300:現代社会と法(G3),秋セメスター,火1,BKC,駒林 良則,日本語,2
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/04/bf/3e/00_pc_ja.html,30483:スポーツ方法実習Ⅱ(C)(2),秋セメスター,火1,BKC,井上 恵子,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/cd/b6/40/00_pc_ja.html,34722:（留）日本語Ⅶ（聴解口頭b）(G2) § 34723:（留）日本語Ⅵ　聴解・口頭表現(G2),秋セメスター,火1,BKC,北村 亜耶,日本語,1
経済学部・理工学部・食マネジメント学部・情報理工学部・生命科学部・薬学部・スポーツ健康科学部,https://ct.ritsumei.ac.jp/syllabuspage/d0/b6/40/00_pc_ja.html,34724:（留）日本語Ⅶ（聴解口頭b）(G3) § 34725:（留）日本語Ⅵ　聴解・口頭表現(G3),秋セメスター,火1,BKC,大野 裕,日本語,1
